Country;Sex;Year;Unit;VALUE
AW;Total;1990;N;0
AW;Total;1995;N;6
AW;Total;1999;N;2
AW;Total;2001;N;4
AW;Total;2002;N;5
AW;Total;2003;N;4
AW;Total;2004;N;2
AW;Total;2005;N;6
AW;Total;2006;N;5
AW;Total;2007;N;3
AW;Total;2008;N;5
AW;Total;2009;N;4
AW;Total;2010;N;4
AW;Total;2011;N;2
AW;Total;2012;N;4
AW;Total;2013;N;6
AW;Total;2014;N;2
AF;Total;2009;N;1115
AF;Total;2010;N;983
AF;Total;2011;N;1231
AF;Total;2012;N;1948
AF;Total;2015;N;3367
AF;Total;2016;N;2318
AF;Total;2017;N;2424
AF;Total;2018;N;2474
AO;Total;2011;N;1055
AO;Total;2012;N;1217
AI;Total;1990;N;0
AI;Total;1991;N;1
AI;Total;1992;N;0
AI;Total;1993;N;1
AI;Total;1994;N;0
AI;Total;1995;N;1
AI;Total;1996;N;0
AI;Total;1997;N;1
AI;Total;1998;N;0
AI;Total;1999;N;0
AI;Total;2000;N;1
AI;Total;2001;N;0
AI;Total;2002;N;2
AI;Total;2003;N;2
AI;Total;2004;N;1
AI;Total;2005;N;0
AI;Total;2006;N;5
AI;Total;2007;N;4
AI;Total;2008;N;1
AI;Total;2009;N;1
AI;Total;2010;N;0
AI;Total;2011;N;0
AI;Total;2012;N;5
AI;Total;2013;N;1
AI;Total;2014;N;4
AL;Total;1992;N;130
AL;Total;1993;N;191
AL;Total;1994;N;112
AL;Total;1995;N;259
AL;Total;1996;N;272
AL;Total;1997;N;1334
AL;Total;1998;N;660
AL;Total;1999;N;532
AL;Total;2000;N;131
AL;Total;2001;N;220
AL;Total;2002;N;216
AL;Total;2003;N;166
AL;Total;2004;N;131
AL;Total;2005;N;154
AL;Total;2006;N;95
AL;Total;2007;N;105
AL;Total;2008;N;93
AL;Total;2009;N;85
AL;Total;2010;N;127
AL;Total;2011;N;142
AL;Total;2012;N;157
AL;Total;2013;N;124
AL;Total;2014;N;117
AL;Total;2015;N;64
AL;Total;2016;N;79
AL;Total;2017;N;58
AL;Total;2018;N;66
AL;Total;2019;N;65
AL;Total;2020;N;61
AD;Total;2004;N;1
AD;Total;2007;N;0
AD;Total;2008;N;1
AD;Total;2009;N;0
AD;Total;2010;N;0
AD;Total;2011;N;1
AD;Total;2012;N;0
AD;Total;2013;N;0
AD;Total;2014;N;0
AD;Total;2015;N;0
AD;Total;2020;N;2
AE;Total;2010;N;67
AE;Total;2011;N;51
AE;Total;2012;N;69
AE;Total;2013;N;57
AE;Total;2014;N;61
AE;Total;2015;N;60
AE;Total;2019;N;64
AR;Total;2001;N;3129
AR;Total;2002;N;3570
AR;Total;2003;N;2967
AR;Total;2004;N;2338
AR;Total;2005;N;2198
AR;Total;2006;N;2111
AR;Total;2007;N;2139
AR;Total;2008;N;2371
AR;Total;2009;N;2642
AR;Total;2010;N;2384
AR;Total;2011;N;2511
AR;Total;2012;N;2648
AR;Total;2013;N;3072
AR;Total;2014;N;3228
AR;Total;2015;N;2837
AR;Total;2016;N;2625
AR;Total;2017;N;2317
AR;Total;2018;N;2387
AR;Total;2019;N;2303
AR;Total;2020;N;2416
AM;Total;1990;N;178
AM;Total;1991;N;186
AM;Total;1992;N;305
AM;Total;1993;N;268
AM;Total;1994;N;157
AM;Total;1995;N;116
AM;Total;1996;N;114
AM;Total;1997;N;100
AM;Total;1998;N;93
AM;Total;1999;N;90
AM;Total;2000;N;91
AM;Total;2001;N;88
AM;Total;2002;N;69
AM;Total;2004;N;83
AM;Total;2005;N;58
AM;Total;2006;N;79
AM;Total;2007;N;77
AM;Total;2008;N;97
AM;Total;2009;N;97
AM;Total;2010;N;56
AM;Total;2011;N;71
AM;Total;2012;N;65
AM;Total;2013;N;63
AM;Total;2014;N;72
AM;Total;2015;N;75
AM;Total;2016;N;87
AM;Total;2017;N;70
AM;Total;2018;N;50
AM;Total;2019;N;73
AM;Total;2020;N;52
AS;Total;2001;N;1
AS;Total;2002;N;7
AS;Total;2003;N;3
AS;Total;2004;N;4
AS;Total;2005;N;6
AS;Total;2006;N;4
AS;Total;2007;N;1
AS;Total;2008;N;3
AS;Total;2009;N;2
AS;Total;2010;N;5
AS;Total;2011;N;5
AS;Total;2012;N;2
AS;Total;2013;N;3
AS;Total;2014;N;3
AS;Total;2015;N;4
AS;Total;2016;N;3
AS;Total;2019;N;0
AG;Total;1990;N;1
AG;Total;1991;N;3
AG;Total;1992;N;2
AG;Total;1993;N;4
AG;Total;1994;N;5
AG;Total;1995;N;7
AG;Total;1996;N;3
AG;Total;1997;N;1
AG;Total;2000;N;5
AG;Total;2001;N;7
AG;Total;2002;N;5
AG;Total;2003;N;5
AG;Total;2004;N;4
AG;Total;2005;N;3
AG;Total;2006;N;11
AG;Total;2007;N;17
AG;Total;2008;N;16
AG;Total;2009;N;16
AG;Total;2010;N;6
AG;Total;2012;N;10
AG;Total;2017;N;20
AG;Total;2018;N;12
AG;Total;2019;N;3
AG;Total;2020;N;9
AU;Total;1990;N;374
AU;Total;1991;N;340
AU;Total;1992;N;301
AU;Total;1993;N;333
AU;Total;1994;N;320
AU;Total;1995;N;356
AU;Total;1996;N;354
AU;Total;1997;N;364
AU;Total;1998;N;334
AU;Total;1999;N;385
AU;Total;2000;N;362
AU;Total;2001;N;347
AU;Total;2002;N;366
AU;Total;2003;N;302
AU;Total;2004;N;263
AU;Total;2005;N;259
AU;Total;2006;N;281
AU;Total;2007;N;255
AU;Total;2008;N;261
AU;Total;2009;N;263
AU;Total;2010;N;231
AU;Total;2011;N;248
AU;Total;2012;N;243
AU;Total;2013;N;245
AU;Total;2014;N;243
AU;Total;2015;N;236
AU;Total;2016;N;227
AU;Total;2017;N;208
AU;Total;2018;N;221
AU;Total;2019;N;225
AU;Total;2020;N;221
AT;Total;1990;N;89
AT;Total;1991;N;103
AT;Total;1992;N;97
AT;Total;1993;N;80
AT;Total;1994;N;88
AT;Total;1995;N;78
AT;Total;1996;N;99
AT;Total;1997;N;66
AT;Total;1998;N;77
AT;Total;1999;N;60
AT;Total;2000;N;82
AT;Total;2001;N;70
AT;Total;2002;N;65
AT;Total;2003;N;50
AT;Total;2004;N;59
AT;Total;2005;N;54
AT;Total;2006;N;61
AT;Total;2007;N;45
AT;Total;2008;N;58
AT;Total;2009;N;51
AT;Total;2010;N;58
AT;Total;2011;N;75
AT;Total;2012;N;79
AT;Total;2013;N;62
AT;Total;2014;N;45
AT;Total;2015;N;46
AT;Total;2016;N;54
AT;Total;2017;N;70
AT;Total;2018;N;86
AT;Total;2019;N;77
AT;Total;2020;N;65
AZ;Total;1990;N;329
AZ;Total;1991;N;357
AZ;Total;1992;N;564
AZ;Total;1993;N;478
AZ;Total;1994;N;499
AZ;Total;1995;N;443
AZ;Total;1996;N;400
AZ;Total;1997;N;284
AZ;Total;1998;N;280
AZ;Total;1999;N;242
AZ;Total;2000;N;226
AZ;Total;2001;N;218
AZ;Total;2002;N;212
AZ;Total;2007;N;189
AZ;Total;2008;N;192
AZ;Total;2010;N;206
AZ;Total;2011;N;211
AZ;Total;2012;N;202
AZ;Total;2013;N;221
AZ;Total;2014;N;236
AZ;Total;2015;N;211
AZ;Total;2016;N;169
AZ;Total;2017;N;182
AZ;Total;2018;N;197
AZ;Total;2019;N;168
AZ;Total;2020;N;230
BI;Total;2012;N;500
BI;Total;2013;N;520
BI;Total;2014;N;564
BI;Total;2015;N;461
BI;Total;2016;N;635
BE;Total;1990;N;103.6721311
BE;Total;1991;N;102.2322404
BE;Total;1992;N;120.9508197
BE;Total;1993;N;144.7090164
BE;Total;1994;N;120
BE;Total;1995;N;142
BE;Total;1996;N;120
BE;Total;1997;N;145
BE;Total;2000;N;212
BE;Total;2001;N;282
BE;Total;2002;N;319
BF;Total;2002;N;78
BF;Total;2003;N;81
BF;Total;2004;N;78
BF;Total;2005;N;63
BF;Total;2006;N;69
BF;Total;2007;N;94
BF;Total;2008;N;151
BF;Total;2009;N;135
BF;Total;2010;N;123
BF;Total;2011;N;90
BF;Total;2012;N;115
BF;Total;2013;N;121
BF;Total;2014;N;130
BF;Total;2015;N;117
BF;Total;2016;N;209
BF;Total;2017;N;240
BD;Total;2000;N;3343
BD;Total;2001;N;3678
BD;Total;2002;N;3503
BD;Total;2003;N;3471
BD;Total;2004;N;3902
BD;Total;2005;N;3592
BD;Total;2006;N;4166
BD;Total;2007;N;3863
BD;Total;2008;N;4099
BD;Total;2009;N;4219
BD;Total;2010;N;3988
BD;Total;2011;N;3966
BD;Total;2012;N;4114
BD;Total;2013;N;4393
BD;Total;2014;N;4514
BD;Total;2015;N;4035
BD;Total;2016;N;3591
BD;Total;2017;N;3549
BD;Total;2018;N;3830
BG;Total;1990;N;227
BG;Total;1991;N;375
BG;Total;1992;N;462
BG;Total;1993;N;490
BG;Total;1994;N;492
BG;Total;1995;N;494
BG;Total;1996;N;438
BG;Total;1997;N;398
BG;Total;1998;N;381
BG;Total;1999;N;327
BG;Total;2000;N;332
BG;Total;2001;N;308
BG;Total;2002;N;255
BG;Total;2003;N;247
BG;Total;2004;N;244
BG;Total;2005;N;199
BG;Total;2006;N;186
BG;Total;2007;N;177
BG;Total;2008;N;172
BG;Total;2009;N;150
BG;Total;2010;N;148
BG;Total;2011;N;128
BG;Total;2012;N;141
BG;Total;2013;N;109
BG;Total;2014;N;112
BG;Total;2015;N;126
BG;Total;2016;N;79
BG;Total;2017;N;103
BG;Total;2018;N;92
BG;Total;2019;N;83
BG;Total;2020;N;69
BH;Total;1995;N;5
BH;Total;1996;N;8
BH;Total;1997;N;6
BH;Total;2001;N;9
BH;Total;2002;N;8
BH;Total;2007;N;4
BH;Total;2008;N;6
BH;Total;2009;N;13
BH;Total;2010;N;2
BH;Total;2011;N;9
BH;Total;2012;N;7
BH;Total;2013;N;7
BH;Total;2014;N;8
BH;Total;2015;N;8
BH;Total;2016;N;10
BH;Total;2017;N;5
BH;Total;2018;N;6
BH;Total;2019;N;2
BS;Total;1990;N;45
BS;Total;1991;N;28
BS;Total;1992;N;41
BS;Total;1993;N;35
BS;Total;1994;N;52
BS;Total;1995;N;40
BS;Total;1996;N;51
BS;Total;1997;N;46
BS;Total;2000;N;74
BS;Total;2001;N;43
BS;Total;2002;N;52
BS;Total;2003;N;50
BS;Total;2004;N;44
BS;Total;2005;N;52
BS;Total;2006;N;61
BS;Total;2007;N;78
BS;Total;2008;N;73
BS;Total;2009;N;87
BS;Total;2010;N;94
BS;Total;2011;N;127
BS;Total;2012;N;111
BS;Total;2013;N;119
BS;Total;2014;N;124
BS;Total;2015;N;146
BS;Total;2016;N;111
BS;Total;2017;N;122
BS;Total;2018;N;91
BS;Total;2019;N;95
BS;Total;2020;N;73
BA;Total;1990;N;73
BA;Total;2000;N;99
BA;Total;2001;N;82
BA;Total;2002;N;90
BA;Total;2004;N;68
BA;Total;2007;N;66
BA;Total;2008;N;66
BA;Total;2009;N;71
BA;Total;2010;N;56
BA;Total;2011;N;51
BA;Total;2012;N;63
BA;Total;2013;N;46
BA;Total;2014;N;50
BA;Total;2015;N;57
BA;Total;2016;N;45
BA;Total;2017;N;42
BA;Total;2018;N;39
BA;Total;2019;N;42
BA;Total;2020;N;43
BY;Total;1990;N;508
BY;Total;1991;N;465
BY;Total;1992;N;594
BY;Total;1993;N;756
BY;Total;1994;N;829
BY;Total;1995;N;960
BY;Total;1996;N;970
BY;Total;1997;N;1021
BY;Total;1998;N;1036
BY;Total;1999;N;974
BY;Total;2000;N;1013
BY;Total;2001;N;969
BY;Total;2002;N;989
BY;Total;2007;N;649
BY;Total;2008;N;552
BY;Total;2009;N;487
BY;Total;2010;N;401
BY;Total;2011;N;373
BY;Total;2012;N;340
BY;Total;2013;N;333
BY;Total;2014;N;340
BY;Total;2015;N;326
BY;Total;2016;N;307
BY;Total;2017;N;240
BY;Total;2018;N;226
BY;Total;2019;N;225
BZ;Total;2000;N;41
BZ;Total;2001;N;64
BZ;Total;2002;N;87
BZ;Total;2003;N;67
BZ;Total;2004;N;79
BZ;Total;2005;N;81
BZ;Total;2006;N;92
BZ;Total;2007;N;97
BZ;Total;2008;N;103
BZ;Total;2009;N;97
BZ;Total;2010;N;129
BZ;Total;2011;N;124
BZ;Total;2012;N;145
BZ;Total;2013;N;99
BZ;Total;2014;N;123
BZ;Total;2015;N;119
BZ;Total;2016;N;138
BZ;Total;2017;N;142
BZ;Total;2018;N;143
BZ;Total;2019;N;134
BZ;Total;2020;N;102
BM;Total;1990;N;1
BM;Total;1991;N;3
BM;Total;1992;N;1
BM;Total;1993;N;3
BM;Total;1994;N;6
BM;Total;1996;N;4
BM;Total;1997;N;2
BM;Total;1998;N;0
BM;Total;1999;N;2
BM;Total;2000;N;0
BM;Total;2001;N;3
BM;Total;2002;N;1
BM;Total;2003;N;2
BM;Total;2004;N;1
BM;Total;2005;N;2
BM;Total;2006;N;3
BM;Total;2007;N;3
BM;Total;2008;N;5
BM;Total;2009;N;6
BM;Total;2010;N;7
BM;Total;2011;N;8
BM;Total;2012;N;6
BM;Total;2013;N;5
BM;Total;2014;N;4
BM;Total;2015;N;4
BM;Total;2016;N;8
BM;Total;2017;N;5
BM;Total;2019;N;0
BO;Total;2015;N;671
BO;Total;2016;N;599
BO;Total;2017;N;717
BO;Total;2018;N;544
BO;Total;2019;N;806
BR;Total;1990;N;29301.1893
BR;Total;1991;N;28148.47288
BR;Total;1992;N;25966.84014
BR;Total;1993;N;28012.7513
BR;Total;1994;N;29851.41193
BR;Total;1995;N;34000.09058
BR;Total;1996;N;38894
BR;Total;1997;N;40507
BR;Total;1998;N;41950
BR;Total;1999;N;42914
BR;Total;2000;N;45375
BR;Total;2001;N;47955
BR;Total;2002;N;49710
BR;Total;2003;N;51064
BR;Total;2004;N;48394
BR;Total;2005;N;47593
BR;Total;2006;N;49165
BR;Total;2007;N;47731
BR;Total;2008;N;50135
BR;Total;2009;N;51461
BR;Total;2010;N;52289
BR;Total;2011;N;52233
BR;Total;2012;N;56388
BR;Total;2013;N;56845
BR;Total;2014;N;59733
BR;Total;2015;N;58184
BR;Total;2016;N;61208
BR;Total;2017;N;63788
BR;Total;2018;N;55980
BR;Total;2019;N;44073
BR;Total;2020;N;47722
BB;Total;1990;N;34
BB;Total;1991;N;21
BB;Total;1992;N;22
BB;Total;1993;N;21
BB;Total;1994;N;20
BB;Total;1995;N;17
BB;Total;1998;N;20
BB;Total;1999;N;23
BB;Total;2000;N;20
BB;Total;2001;N;25
BB;Total;2002;N;25
BB;Total;2003;N;33
BB;Total;2004;N;22
BB;Total;2005;N;29
BB;Total;2006;N;35
BB;Total;2007;N;25
BB;Total;2008;N;23
BB;Total;2009;N;19
BB;Total;2010;N;31
BB;Total;2011;N;27
BB;Total;2012;N;22
BB;Total;2013;N;24
BB;Total;2014;N;25
BB;Total;2015;N;31
BB;Total;2016;N;22
BB;Total;2017;N;30
BB;Total;2018;N;28
BB;Total;2019;N;48
BB;Total;2020;N;41
BN;Total;1996;N;9
BN;Total;1997;N;8
BN;Total;1998;N;4
BN;Total;1999;N;4
BN;Total;2000;N;4
BN;Total;2003;N;3
BN;Total;2004;N;2
BN;Total;2005;N;2
BN;Total;2006;N;3
BN;Total;2007;N;3
BN;Total;2008;N;1
BN;Total;2009;N;3
BN;Total;2010;N;1
BN;Total;2011;N;1
BN;Total;2012;N;4
BN;Total;2013;N;2
BT;Total;1990;N;20
BT;Total;1991;N;12
BT;Total;1992;N;27
BT;Total;1993;N;19
BT;Total;1994;N;20
BT;Total;1995;N;16
BT;Total;1996;N;12
BT;Total;1997;N;7
BT;Total;1998;N;11
BT;Total;1999;N;13
BT;Total;2000;N;18
BT;Total;2001;N;19
BT;Total;2002;N;19
BT;Total;2003;N;5
BT;Total;2004;N;15
BT;Total;2005;N;11
BT;Total;2006;N;9
BT;Total;2007;N;14
BT;Total;2008;N;18
BT;Total;2009;N;16
BT;Total;2010;N;16
BT;Total;2011;N;32
BT;Total;2012;N;33
BT;Total;2013;N;24
BT;Total;2015;N;12
BT;Total;2016;N;9
BT;Total;2017;N;13
BT;Total;2018;N;9
BT;Total;2019;N;8
BT;Total;2020;N;19
BW;Total;2001;N;213
BW;Total;2002;N;255
BW;Total;2003;N;312
BW;Total;2004;N;259
BW;Total;2005;N;291
BW;Total;2006;N;261
BW;Total;2007;N;280
BW;Total;2008;N;281
BW;Total;2009;N;289
BW;Total;2010;N;303
CA;Total;1990;N;657
CA;Total;1991;N;754
CA;Total;1992;N;733
CA;Total;1993;N;626
CA;Total;1994;N;596
CA;Total;1995;N;587
CA;Total;1996;N;634
CA;Total;1997;N;586
CA;Total;1998;N;559
CA;Total;1999;N;539
CA;Total;2000;N;546
CA;Total;2001;N;554
CA;Total;2002;N;582
CA;Total;2003;N;549
CA;Total;2004;N;625
CA;Total;2005;N;664
CA;Total;2006;N;608
CA;Total;2007;N;597
CA;Total;2008;N;614
CA;Total;2009;N;610
CA;Total;2010;N;556
CA;Total;2011;N;606
CA;Total;2012;N;548
CA;Total;2013;N;509
CA;Total;2014;N;522
CA;Total;2015;N;610
CA;Total;2016;N;612
CA;Total;2017;N;667
CA;Total;2018;N;660
CA;Total;2019;N;687
CA;Total;2020;N;743
TD;Total;2005;N;1
TD;Total;2006;N;2
TD;Total;2008;N;1
TD;Total;2010;N;0
CH;Total;1990;N;110
CH;Total;1991;N;98
CH;Total;1992;N;93
CH;Total;1993;N;105
CH;Total;1994;N;80
CH;Total;1995;N;82
CH;Total;1996;N;83
CH;Total;1997;N;87
CH;Total;1998;N;76
CH;Total;1999;N;89
CH;Total;2000;N;69
CH;Total;2001;N;86
CH;Total;2002;N;86
CH;Total;2009;N;51
CH;Total;2010;N;52
CH;Total;2011;N;46
CH;Total;2012;N;45
CH;Total;2013;N;57
CH;Total;2014;N;41
CH;Total;2015;N;57
CH;Total;2016;N;45
CH;Total;2017;N;45
CH;Total;2018;N;50
CH;Total;2019;N;46
CH;Total;2020;N;47
CL;Total;2003;N;513
CL;Total;2005;N;576
CL;Total;2006;N;590
CL;Total;2007;N;616
CL;Total;2008;N;588
CL;Total;2009;N;630
CL;Total;2010;N;541
CL;Total;2011;N;636
CL;Total;2012;N;434
CL;Total;2013;N;556
CL;Total;2014;N;438
CL;Total;2015;N;610
CL;Total;2016;N;620
CL;Total;2017;N;779
CL;Total;2018;N;825
CL;Total;2019;N;751
CL;Total;2020;N;926
CN;Total;1995;N;27356
CN;Total;1996;N;25411
CN;Total;1997;N;26070
CN;Total;2002;N;26276
CN;Total;2003;N;24393
CN;Total;2004;N;24711
CN;Total;2005;N;20770
CN;Total;2006;N;17973
CN;Total;2007;N;16119
CN;Total;2008;N;14811
CN;Total;2009;N;14667
CN;Total;2010;N;13410
CN;Total;2011;N;12015
CN;Total;2012;N;11286
CN;Total;2013;N;10640
CN;Total;2014;N;10083
CN;Total;2015;N;9200
CN;Total;2016;N;8634
CN;Total;2017;N;7990
CN;Total;2018;N;7525
CM;Total;2000;N;459
CM;Total;2001;N;755
CM;Total;2002;N;1031
CM;Total;2003;N;1002
CM;Total;2008;N;776
CM;Total;2009;N;1277
CM;Total;2010;N;999
CM;Total;2011;N;835
CM;Total;2012;N;880
CM;Total;2014;N;212
CM;Total;2015;N;269
CM;Total;2016;N;276
CM;Total;2017;N;341
CK;Total;2012;N;0.6280951
CO;Total;1990;N;24330
CO;Total;1991;N;28424
CO;Total;1992;N;28184
CO;Total;1993;N;28441
CO;Total;1994;N;27079
CO;Total;1995;N;22321
CO;Total;1996;N;23350
CO;Total;1997;N;23200
CO;Total;1998;N;23089
CO;Total;1999;N;24355
CO;Total;2000;N;26539
CO;Total;2001;N;27840
CO;Total;2002;N;28387
CO;Total;2003;N;23523
CO;Total;2004;N;20210
CO;Total;2005;N;18111
CO;Total;2006;N;17479
CO;Total;2007;N;17198
CO;Total;2008;N;16140
CO;Total;2009;N;15817
CO;Total;2010;N;15459
CO;Total;2011;N;16127
CO;Total;2012;N;16440
CO;Total;2013;N;15419
CO;Total;2014;N;13343
CO;Total;2015;N;12782
CO;Total;2016;N;12402
CO;Total;2017;N;12237
CO;Total;2018;N;12586
CO;Total;2019;N;12080
CO;Total;2020;N;11520
CV;Total;2003;N;15
CV;Total;2004;N;21
CV;Total;2005;N;44
CV;Total;2006;N;35
CV;Total;2013;N;54
CV;Total;2014;N;65
CV;Total;2015;N;46
CV;Total;2016;N;62
CV;Total;2017;N;38
CV;Total;2018;N;37
CV;Total;2019;N;34
CV;Total;2020;N;36
CR;Total;1990;N;139
CR;Total;1991;N;132
CR;Total;1992;N;160
CR;Total;1993;N;160
CR;Total;1994;N;182
CR;Total;1995;N;184
CR;Total;1996;N;189
CR;Total;1997;N;210
CR;Total;1998;N;224
CR;Total;1999;N;245
CR;Total;2000;N;249
CR;Total;2001;N;257
CR;Total;2002;N;258
CR;Total;2003;N;300
CR;Total;2004;N;280
CR;Total;2005;N;335
CR;Total;2006;N;351
CR;Total;2007;N;369
CR;Total;2008;N;512
CR;Total;2009;N;525
CR;Total;2010;N;527
CR;Total;2011;N;474
CR;Total;2012;N;407
CR;Total;2013;N;411
CR;Total;2014;N;477
CR;Total;2015;N;557
CR;Total;2016;N;578
CR;Total;2017;N;603
CR;Total;2018;N;585
CR;Total;2019;N;563
CR;Total;2020;N;570
CU;Total;1992;N;673
CU;Total;1993;N;802
CU;Total;1994;N;901
CU;Total;1995;N;852
CU;Total;1996;N;732
CU;Total;1997;N;747
CU;Total;1998;N;818
CU;Total;1999;N;609
CU;Total;2000;N;587
CU;Total;2001;N;605
CU;Total;2002;N;661
CU;Total;2003;N;642
CU;Total;2004;N;660
CU;Total;2005;N;684
CU;Total;2006;N;576
CU;Total;2007;N;568
CU;Total;2008;N;515
CU;Total;2009;N;565
CU;Total;2010;N;505
CU;Total;2011;N;534
CU;Total;2012;N;621
CU;Total;2013;N;674
CU;Total;2014;N;600
CU;Total;2015;N;619
CU;Total;2016;N;572
CU;Total;2001;N;10
CU;Total;2002;N;39
CU;Total;2003;N;43
CU;Total;2004;N;41
CU;Total;2005;N;26
CU;Total;2006;N;18
CU;Total;2007;N;26
KY;Total;1990;N;2
KY;Total;1991;N;2
KY;Total;1992;N;1
KY;Total;1993;N;2
KY;Total;1994;N;2
KY;Total;1995;N;2
KY;Total;1996;N;1
KY;Total;1997;N;2
KY;Total;1998;N;1
KY;Total;1999;N;0
KY;Total;2000;N;4
KY;Total;2001;N;2
KY;Total;2002;N;0
KY;Total;2003;N;3
KY;Total;2004;N;5
KY;Total;2005;N;3
KY;Total;2006;N;1
KY;Total;2007;N;2
KY;Total;2008;N;4
KY;Total;2009;N;8
KY;Total;2010;N;9
KY;Total;2013;N;5
KY;Total;2014;N;5
CY;Total;1990;N;5
CY;Total;1991;N;1
CY;Total;1992;N;2
CY;Total;1993;N;5
CY;Total;1994;N;7
CY;Total;1995;N;9
CY;Total;1996;N;10
CY;Total;1997;N;6
CY;Total;1998;N;7
CY;Total;1999;N;10
CY;Total;2000;N;8
CY;Total;2001;N;7
CY;Total;2002;N;2
CY;Total;2004;N;16
CY;Total;2005;N;20
CY;Total;2006;N;15
CY;Total;2007;N;13
CY;Total;2008;N;9
CY;Total;2009;N;19
CY;Total;2010;N;8
CY;Total;2011;N;9
CY;Total;2012;N;22
CY;Total;2013;N;12
CY;Total;2014;N;11
CY;Total;2015;N;15
CY;Total;2016;N;13
CY;Total;2017;N;7
CY;Total;2018;N;15
CY;Total;2019;N;15
CY;Total;2020;N;15
CZ;Total;1994;N;207
CZ;Total;1995;N;176
CZ;Total;1996;N;173
CZ;Total;1997;N;187
CZ;Total;1998;N;174
CZ;Total;1999;N;172
CZ;Total;2000;N;191
CZ;Total;2001;N;135
CZ;Total;2002;N;139
CZ;Total;2003;N;163
CZ;Total;2004;N;134
CZ;Total;2005;N;108
CZ;Total;2006;N;130
CZ;Total;2007;N;126
CZ;Total;2008;N;114
CZ;Total;2009;N;94
CZ;Total;2010;N;103
CZ;Total;2011;N;86
CZ;Total;2012;N;105
CZ;Total;2013;N;90
CZ;Total;2014;N;81
CZ;Total;2015;N;88
CZ;Total;2016;N;65
CZ;Total;2017;N;66
CZ;Total;2019;N;97
CZ;Total;2020;N;77
DE;Total;1990;N;931
DE;Total;1991;N;1127
DE;Total;1992;N;1158
DE;Total;1993;N;1348
DE;Total;1994;N;1949
DE;Total;1995;N;2032
DE;Total;1996;N;1923
DE;Total;1997;N;1800
DE;Total;1998;N;1602
DE;Total;1999;N;1326
DE;Total;2000;N;1364
DE;Total;2001;N;1181
DE;Total;2002;N;1172
DE;Total;2003;N;1097
DE;Total;2004;N;1112
DE;Total;2005;N;1044
DE;Total;2006;N;988
DE;Total;2007;N;888
DE;Total;2008;N;831
DE;Total;2009;N;803
DE;Total;2010;N;793
DE;Total;2011;N;738
DE;Total;2012;N;659
DE;Total;2013;N;682
DE;Total;2014;N;716
DE;Total;2015;N;682
DE;Total;2016;N;963
DE;Total;2017;N;813
DE;Total;2018;N;788
DE;Total;2019;N;623
DE;Total;2020;N;782
DM;Total;1998;N;9
DM;Total;1999;N;7
DM;Total;2000;N;2
DM;Total;2001;N;1
DM;Total;2002;N;9
DM;Total;2003;N;8
DM;Total;2004;N;8
DM;Total;2005;N;8
DM;Total;2006;N;5
DM;Total;2007;N;7
DM;Total;2008;N;7
DM;Total;2009;N;13
DM;Total;2010;N;15
DM;Total;2011;N;6
DM;Total;2014;N;9
DM;Total;2015;N;9
DM;Total;2016;N;16
DM;Total;2017;N;19
DM;Total;2018;N;13
DM;Total;2019;N;13
DM;Total;2020;N;15
DK;Total;1990;N;41
DK;Total;1991;N;68
DK;Total;1992;N;62
DK;Total;1993;N;71
DK;Total;1994;N;75
DK;Total;1995;N;59
DK;Total;1996;N;68
DK;Total;1997;N;88
DK;Total;1998;N;49
DK;Total;1999;N;52
DK;Total;2000;N;58
DK;Total;2001;N;52
DK;Total;2002;N;48
DK;Total;2010;N;42
DK;Total;2011;N;46
DK;Total;2012;N;47
DK;Total;2013;N;48
DK;Total;2014;N;74
DK;Total;2015;N;62
DK;Total;2016;N;56
DK;Total;2017;N;71
DK;Total;2018;N;58
DK;Total;2019;N;66
DK;Total;2020;N;55
DO;Total;1991;N;908
DO;Total;1992;N;807
DO;Total;1993;N;930
DO;Total;1994;N;1005
DO;Total;1995;N;1007
DO;Total;1996;N;1032
DO;Total;1997;N;1038
DO;Total;1998;N;1121
DO;Total;1999;N;1066
DO;Total;2000;N;1210
DO;Total;2001;N;1095
DO;Total;2002;N;1279
DO;Total;2003;N;1902
DO;Total;2004;N;2239
DO;Total;2005;N;2394
DO;Total;2006;N;2144
DO;Total;2007;N;2111
DO;Total;2008;N;2394
DO;Total;2009;N;2375
DO;Total;2010;N;2474
DO;Total;2011;N;2513
DO;Total;2012;N;2268
DO;Total;2013;N;1978
DO;Total;2014;N;1810
DO;Total;2016;N;1616
DO;Total;2017;N;1216
DO;Total;2018;N;1068
DO;Total;2019;N;1026
DO;Total;2020;N;961
DZ;Total;2006;N;312
DZ;Total;2007;N;271
DZ;Total;2008;N;328
DZ;Total;2009;N;277
DZ;Total;2010;N;254
DZ;Total;2011;N;280
DZ;Total;2012;N;523
DZ;Total;2013;N;480
DZ;Total;2014;N;577
DZ;Total;2015;N;542
DZ;Total;2019;N;571
DZ;Total;2020;N;580
EC;Total;1990;N;892
EC;Total;1991;N;1153
EC;Total;1992;N;935
EC;Total;1993;N;926
EC;Total;1994;N;1139
EC;Total;1995;N;1372.13053
EC;Total;1996;N;1462.649918
EC;Total;1997;N;1316.564173
EC;Total;1998;N;1642.792463
EC;Total;1999;N;1682
EC;Total;2000;N;1833
EC;Total;2001;N;1658
EC;Total;2002;N;1906
EC;Total;2007;N;2273
EC;Total;2008;N;2607
