Country;Sex;Year;Unit;VALUE
SC;Female;2008;R;2.70788672
SC;Female;2009;R;6.34057971
SC;Female;2010;R;2.910106801
SC;Female;2011;R;11.38595542
SC;Female;2012;R;0.993638231
SC;Female;2013;R;14.48846658
SC;Female;2014;R;5.390899151
TH;Female;1995;R;2.380236906
TH;Female;1996;R;2.442412146
TH;Female;1997;R;2.482020834
TH;Female;1998;R;2.607620576
TH;Female;1999;R;2.585248039
TH;Female;2000;R;2.830571881
TH;Female;2002;R;2.147588182
TH;Female;2003;R;2.907856325
TH;Female;2004;R;1.52589367
TH;Female;2005;R;1.869857435
TH;Female;2006;R;1.734392309
TH;Female;2007;R;1.769947559
TH;Female;2008;R;1.553051623
TH;Female;2009;R;1.442667302
TH;Female;2010;R;1.334252852
TH;Female;2011;R;1.292493601
TH;Female;2012;R;1.370576414
TH;Female;2013;R;1.086104601
TH;Female;2014;R;1.153302458
TJ;Female;2006;R;1.162917131
TJ;Female;2007;R;0.941189892
TJ;Female;2008;R;1.062524536
TJ;Female;2009;R;0.664252713
TJ;Female;2010;R;0.616694896
TJ;Female;2011;R;0.445865268
TJ;Female;2020;R;0.211331422
TO;Female;2000;R;0
TO;Female;2001;R;2.064111297
TO;Female;2002;R;2.04620327
TO;Female;2003;R;0
TO;Female;2004;R;0
TO;Female;2005;R;0
TO;Female;2006;R;0
TO;Female;2007;R;0
TO;Female;2008;R;1.93945036
TO;Female;2009;R;5.790723261
TO;Female;2010;R;0
TO;Female;2011;R;0
TO;Female;2012;R;1.949811843
TO;Female;2019;R;1.915305204
TT;Female;2004;R;4.002155007
TT;Female;2005;R;5.970121836
TT;Female;2006;R;5.177977756
TT;Female;2007;R;4.546425827
TT;Female;2008;R;8.596001502
TT;Female;2009;R;6.001005168
TT;Female;2010;R;7.889213924
TT;Female;2011;R;4.446888586
TT;Female;2012;R;6.625753864
TT;Female;2013;R;5.703130141
TT;Female;2014;R;6.537087074
TT;Female;2015;R;4.187030313
TN;Female;2019;R;1.746727557
TN;Female;2020;R;1.930221324
QA;Female;2003;R;1.752711531
QA;Female;2004;R;1.779556275
QA;Female;2005;R;1.762847789
QA;Female;2006;R;1.576975422
QA;Female;2007;R;1.739693483
QA;Female;2008;R;1.592895708
QA;Female;2010;R;1.724571935
QA;Female;2011;R;1.684947815
QA;Female;2012;R;1.597155524
QA;Female;2015;R;1.033116111
QA;Unknown;2016;R;0.002468261
QA;Female;2016;R;1.088503209
QA;Unknown;2017;R;0.002430828
QA;Female;2017;R;1.03067122
QA;Unknown;2018;R;0.009585854
QA;Female;2018;R;1.054443885
QA;Unknown;2019;R;0.011832668
QA;Female;2019;R;1.121736899
QA;Female;2020;R;0.882843154
QA;Unknown;2020;R;0.016392313
GB;Female;2010;R;2.474460419
GB;Female;2011;R;2.433661851
GB;Female;2012;R;2.209904256
GB;Female;2013;R;2.033738821
GB;Female;2015;R;2.602136777
UG;Female;2008;R;2.487719068
UG;Female;2010;R;3.633424966
UG;Female;2011;R;4.357416534
UG;Female;2012;R;4.209603486
UG;Female;2013;R;4.351524153
UG;Female;2014;R;4.476711723
UG;Female;2016;R;4.518454962
UG;Female;2017;R;3.986917556
UA;Female;1990;R;2.827213578
UA;Female;1991;R;2.793418483
UA;Female;1992;R;3.277599682
UA;Female;1993;R;3.656317932
UA;Female;1994;R;4.119171159
UA;Female;1995;R;4.199329759
UA;Female;1996;R;4.96136565
UA;Female;1997;R;4.428939006
UA;Female;1998;R;4.492201779
UA;Female;1999;R;4.741224408
UA;Female;2000;R;5.013360005
UA;Female;2001;R;5.73978674
UA;Female;2002;R;5.123770979
UA;Female;2003;R;4.969531155
UA;Female;2004;R;4.387768948
UA;Female;2005;R;3.813915481
UA;Female;2006;R;3.632508464
UA;Female;2008;R;2.977257118
UA;Female;2009;R;2.84987929
UA;Female;2010;R;2.446920264
UA;Female;2017;R;1.929688432
UY;Female;2006;R;2.497171808
UY;Female;2007;R;1.854312464
UY;Female;2008;R;2.54281905
UY;Female;2009;R;2.593072578
UY;Female;2010;R;2.355797877
UY;Female;2011;R;2.349146143
UY;Female;2012;R;2.171026621
UY;Female;2013;R;3.076125563
UY;Female;2014;R;2.896438687
UY;Female;2015;R;2.830710491
UY;Unknown;2015;R;0.05661421
UY;Female;2016;R;2.370021262
UY;Unknown;2016;R;0.112858155
UY;Female;2017;R;3.093250247
UY;Unknown;2017;R;0.056240914
UY;Female;2018;R;3.1950207
UY;Unknown;2018;R;0.056052995
UY;Female;2019;R;2.681800963
UY;Female;2020;R;2.060832431
US;Female;1990;R;4.010516963
US;Female;1991;R;4.18786616
US;Female;1992;R;3.991370448
US;Female;1993;R;4.211954167
US;Female;1994;R;3.757247227
US;Female;1995;R;3.732213688
US;Female;1996;R;3.297615497
US;Female;1997;R;3.006778118
US;Female;1998;R;2.963413408
US;Female;1999;R;2.678342606
US;Female;2000;R;2.594953123
US;Female;2001;R;3.089249703
US;Female;2002;R;2.581822367
US;Female;2003;R;2.515348062
US;Female;2004;R;2.397866498
US;Female;2005;R;2.382072317
US;Female;2006;R;2.423129178
US;Female;2007;R;2.4162644
US;Female;2008;R;2.333116626
US;Female;2009;R;2.276491941
US;Female;2010;R;2.117000106
US;Female;2011;R;2.069005402
US;Female;2012;R;2.07800756
US;Female;2013;R;1.980961924
US;Unknown;2013;R;0.019375965
US;Female;2014;R;1.976417647
US;Unknown;2014;R;0.015519125
US;Female;2015;R;2.055732329
US;Unknown;2015;R;0.025282705
US;Female;2016;R;2.277248681
US;Unknown;2016;R;0.016542317
US;Female;2017;R;2.249178199
US;Unknown;2017;R;0.024962888
US;Female;2018;R;2.235674579
US;Unknown;2018;R;0.018154413
US;Female;2019;R;2.157796503
US;Unknown;2019;R;0.014437079
US;Female;2020;R;2.60114453
US;Unknown;2020;R;0.020930932
UZ;Female;2015;R;1.391508436
UZ;Female;2016;R;1.635559239
UZ;Female;2017;R;1.278940952
UZ;Female;2018;R;1.080900156
UZ;Female;2019;R;0.834764986
VC;Female;2004;R;11.56210712
VC;Female;2005;R;13.02446739
VC;Female;2006;R;11.46736388
VC;Female;2007;R;16.60357309
VC;Female;2008;R;5.619345534
VC;Female;2009;R;6.480090158
VC;Female;2010;R;5.643553181
VC;Female;2016;R;7.440753004
VC;Female;2017;R;9.26183199
VC;Female;2018;R;12.90727048
VC;Female;2019;R;0
VE;Female;1990;R;1.919228475
VE;Female;1992;R;2.270679913
VE;Female;1993;R;2.950581973
VE;Female;1994;R;3.081996793
VE;Female;1996;R;3.19927677
VE;Female;1997;R;3.115992721
VE;Female;1998;R;3.232669034
VE;Female;1999;R;3.569147983
VE;Female;2000;R;4.315230092
VE;Female;2001;R;3.937459921
VE;Female;2002;R;6.751435001
VE;Female;2003;R;5.411908367
VE;Female;2004;R;4.611449901
VE;Female;2005;R;4.214978231
VE;Female;2006;R;4.990570924
VE;Female;2007;R;4.932406438
VE;Female;2008;R;5.314652366
VE;Female;2009;R;5.426188461
VE;Female;2010;R;5.537723589
VE;Female;2011;R;5.557347133
VE;Female;2012;R;6.38836445
VE;Female;2015;R;4.831903625
VE;Female;2016;R;5.358849435
VE;Female;2017;R;5.306595991
UM;Female;1997;R;10.72079477
UM;Female;1998;R;3.564236451
UM;Female;1999;R;7.117944338
UM;Female;2000;R;5.335325188
UM;Female;2001;R;3.558908839
UM;Female;2002;R;8.912179384
UM;Female;2003;R;5.35943976
UM;Female;2004;R;1.790830946
UM;Female;2005;R;5.384546352
UM;Female;2006;R;7.193338968
UM;Female;2007;R;5.402485143
UM;Female;2008;R;3.606527815
UM;Female;2009;R;3.61036898
UM;Female;2010;R;12.65388022
UM;Female;2011;R;5.431437158
UM;Female;2012;R;3.626999383
VU;Female;2019;R;0.676388626
VU;Female;2020;R;0.660240327
ZA;Female;2006;R;11.09481793
ZA;Female;2007;R;10.76130392
ZA;Female;2008;R;10.09106849
ZA;Female;2009;R;10.1500675
ZA;Female;2010;R;10.56708762
ZA;Female;2011;R;9.109179332
ZA;Female;2016;R;9.268776103
ZA;Female;2017;R;10.14250953
ZA;Female;2018;R;9.45816846
ZW;Female;1990;R;3.491389623
AW;Male;1990;R;0
AW;Male;1995;R;15.1453958
AW;Male;1999;R;2.317443396
AW;Male;2001;R;4.479985664
AW;Male;2002;R;8.793914611
AW;Male;2003;R;6.478082488
AW;Male;2004;R;4.252785575
AW;Male;2005;R;10.50994241
AW;Male;2006;R;8.344633358
AW;Male;2007;R;6.231823847
AW;Male;2008;R;8.289640022
AW;Male;2009;R;6.206040546
AW;Male;2010;R;8.253378727
AW;Male;2011;R;4.111165927
AW;Male;2012;R;6.138735421
AW;Male;2013;R;10.18018935
AW;Male;2014;R;4.05120726
AF;Male;2015;R;18.51164351
AF;Male;2016;R;12.19002986
AF;Male;2017;R;12.28287499
AF;Male;2018;R;12.15626027
AL;Male;1992;R;7.089788504
AL;Male;1993;R;10.97762321
AL;Male;1994;R;6.423907213
AL;Male;1995;R;15.1939412
AL;Male;1996;R;15.96637116
AL;Male;1997;R;75.25878746
AL;Male;1998;R;36.8443964
AL;Male;1999;R;29.69340133
AL;Male;2000;R;7.451818938
AL;Male;2001;R;11.41107745
AL;Male;2002;R;11.1817534
AL;Male;2003;R;9.207278703
AL;Male;2004;R;7.161281
AL;Male;2005;R;8.569725672
AL;Male;2006;R;4.679210851
AL;Male;2007;R;5.315333819
AL;Male;2008;R;4.90417312
AL;Male;2009;R;5.21544467
AL;Male;2010;R;7.272394261
AL;Male;2011;R;8.104027845
AL;Male;2012;R;8.886109248
AL;Male;2013;R;6.788281981
AL;Male;2014;R;7.064761445
AL;Male;2015;R;3.262075115
AL;Male;2016;R;4.216115353
AL;Male;2017;R;3.062082706
AL;Male;2018;R;3.473224842
AL;Male;2019;R;3.545168515
AL;Male;2020;R;3.550181128
AE;Male;2010;R;0.766945469
AE;Male;2011;R;0.543335377
AE;Male;2012;R;0.775068456
AE;Male;2013;R;0.581933977
AE;Male;2014;R;0.680256359
AE;Male;2015;R;0.76955899
AE;Male;2019;R;0.635454896
AR;Male;2015;R;11.67269756
AR;Male;2017;R;8.912314358
AR;Male;2018;R;9.18560483
AR;Male;2019;R;8.653285513
AR;Male;2020;R;9.26112966
AM;Male;1990;R;9.05066972
AM;Male;1991;R;9.230387494
AM;Male;1993;R;13.30771068
AM;Male;1994;R;8.477211534
AM;Male;1995;R;6.358369347
AM;Male;1996;R;6.084636627
AM;Male;1997;R;5.310855185
AM;Male;1998;R;5.302956176
AM;Male;1999;R;4.874151381
AM;Male;2000;R;4.521259145
AM;Male;2001;R;4.862200697
AM;Male;2002;R;3.468352098
AM;Male;2003;R;4.592955836
AM;Male;2004;R;4.323306805
AM;Male;2005;R;3.352664655
AM;Male;2006;R;3.812357216
AM;Male;2007;R;4.649483435
AM;Male;2008;R;5.183545361
AM;Male;2009;R;5.32515626
AM;Male;2010;R;3.416642465
AM;Male;2011;R;3.862185343
AM;Male;2012;R;3.404242723
AM;Male;2013;R;3.237057838
AM;Male;2014;R;3.801447474
AM;Male;2015;R;3.926321844
AM;Male;2016;R;4.996328785
AM;Male;2017;R;4.258814664
AM;Male;2018;R;2.808584186
AM;Male;2019;R;4.528240046
AM;Male;2020;R;2.582965201
AG;Male;1990;R;0
AG;Male;1991;R;3.260834121
AG;Male;1992;R;3.213574137
AG;Male;1993;R;12.63862997
AG;Male;1994;R;12.41966032
AG;Male;1995;R;15.24994663
AG;Male;1996;R;5.994125757
AG;Male;1997;R;2.945247843
AG;Male;2001;R;17.14677641
AG;Male;2002;R;10.17528626
AG;Male;2008;R;27.006457
AG;Male;2015;R;8.883361464
AG;Male;2016;R;15.37853157
AG;Unknown;2016;R;6.590799244
AG;Male;2017;R;39.14234767
AG;Unknown;2017;R;6.523724612
AG;Male;2018;R;19.38861242
AG;Unknown;2018;R;4.308580538
AG;Male;2019;R;4.268852319
AG;Unknown;2019;R;0
AG;Male;2020;R;16.92441135
AG;Unknown;2020;R;0
AU;Male;1990;R;2.791220382
AU;Male;1991;R;2.300144851
AU;Male;1992;R;2.123341932
AU;Male;1993;R;2.448515492
AU;Male;1994;R;2.316006013
AU;Male;1995;R;2.415677782
AU;Male;1996;R;2.663878006
AU;Male;1997;R;2.646446946
AU;Male;1998;R;2.457258543
AU;Male;1999;R;2.790817002
AU;Male;2000;R;2.385107921
AU;Male;2001;R;2.411581048
AU;Male;2002;R;2.529357198
AU;Male;2003;R;2.100338307
AU;Male;2004;R;1.718607581
AU;Male;2005;R;1.634901001
AU;Male;2006;R;1.835681341
AU;Male;2007;R;1.623587502
AU;Male;2008;R;1.500351879
AU;Male;2009;R;1.717693979
AU;Male;2010;R;1.23972892
AU;Male;2011;R;1.40242072
AU;Male;2012;R;1.398546264
AU;Male;2013;R;1.301160264
AU;Male;2014;R;1.266428618
AU;Unknown;2014;R;0.042497605
AU;Male;2015;R;1.269666585
AU;Male;2016;R;1.216345298
AU;Male;2017;R;1.176120635
AU;Unknown;2017;R;0.024502513
AU;Unknown;2018;R;0
AU;Male;2018;R;1.088764642
AU;Unknown;2019;R;0
AU;Male;2019;R;1.242898053
AU;Unknown;2020;R;0
AU;Male;2020;R;1.181230251
AT;Male;1990;R;1.32969891
AT;Male;1991;R;1.508478491
AT;Male;1992;R;1.443183632
AT;Male;1993;R;1.192926975
AT;Male;1994;R;0.928967051
AT;Male;1995;R;1.035358819
AT;Male;1996;R;1.250625716
AT;Male;1997;R;0.738081007
AT;Male;1998;R;1.107587211
AT;Male;1999;R;0.723108052
AT;Male;2000;R;0.725835911
AT;Male;2001;R;0.716677369
AT;Male;2002;R;0.691371174
AT;Male;2003;R;0.669514607
AT;Male;2004;R;0.678219278
AT;Male;2005;R;0.74328158
AT;Male;2006;R;0.790927341
AT;Male;2007;R;0.513517756
AT;Male;2008;R;0.714254224
AT;Male;2009;R;0.560650025
AT;Male;2010;R;0.683153103
AT;Male;2011;R;0.97021983
AT;Male;2012;R;0.988024897
AT;Male;2013;R;0.765623321
AT;Male;2014;R;0.522236597
AT;Male;2015;R;0.682568794
AT;Male;2016;R;0.536368589
AT;Male;2017;R;0.762090919
AT;Male;2018;R;0.960671042
AT;Male;2019;R;0.839120239
AT;Male;2020;R;0.630674522
AZ;Male;2010;R;3.217812379
AZ;Male;2011;R;2.998382417
AZ;Male;2012;R;3.131367386
AZ;Male;2013;R;3.238531577
AZ;Male;2014;R;3.152581785
AZ;Male;2015;R;2.902780049
AZ;Unknown;2016;R;2.351033661
AZ;Male;2016;R;2.021064024
AZ;Unknown;2017;R;2.3841594
AZ;Male;2017;R;2.160007662
AZ;Unknown;2018;R;2.921471648
AZ;Male;2018;R;2.659546604
AZ;Unknown;2019;R;2.352549945
AZ;Male;2019;R;2.153181305
AZ;Male;2020;R;2.981441612
AZ;Unknown;2020;R;2.82348444
BI;Male;2013;R;8.960974005
BI;Male;2014;R;9.481641531
BI;Male;2015;R;7.613201649
BI;Male;2016;R;9.855142874
BE;Male;2000;R;2.555613115
BE;Male;2001;R;3.54513918
BE;Male;2002;R;3.67973221
BE;Male;2003;R;2.658076503
BE;Male;2004;R;2.753645324
BE;Male;2005;R;2.489328007
BE;Male;2006;R;2.556027457
BE;Male;2007;R;2.354588661
BE;Male;2008;R;2.487308864
BE;Male;2009;R;2.115871327
BE;Male;2010;R;2.225229512
BE;Male;2011;R;2.249307163
BE;Male;2012;R;2.346634139
BE;Male;2013;R;1.939598174
BE;Male;2014;R;2.339606554
BG;Male;1990;R;3.99630303
BG;Male;1991;R;6.536290682
BG;Male;1992;R;8.474094892
BG;Male;1993;R;9.468896291
BG;Male;1994;R;9.464278994
BG;Male;1995;R;10.13668844
BG;Male;1996;R;8.754723359
BG;Male;1997;R;7.568588499
BG;Male;1998;R;7.081580155
BG;Male;1999;R;6.077049217
BG;Male;2000;R;6.02124063
BG;Male;2001;R;6.372176106
BG;Male;2002;R;5.178599902
BG;Male;2003;R;5.136599683
BG;Male;2004;R;4.957573936
BG;Male;2005;R;3.929796196
BG;Male;2006;R;3.554422927
BG;Male;2007;R;3.769114358
BG;Male;2008;R;3.712760129
BG;Male;2009;R;3.16018627
BG;Male;2010;R;3.346579519
BG;Male;2011;R;2.727681373
BG;Male;2012;R;2.912868268
BG;Male;2013;R;2.113890203
BG;Male;2014;R;2.439607654
BG;Male;2015;R;2.770135314
BG;Unknown;2015;R;0.42837144
BG;Male;2016;R;1.6392462
BG;Male;2017;R;1.969905065
BG;Unknown;2017;R;1.969905065
BG;Unknown;2018;R;1.576141192
BG;Male;2018;R;1.576141192
BG;Unknown;2019;R;1.764677855
BG;Male;2019;R;1.764677855
BG;Male;2020;R;1.274405986
BG;Unknown;2020;R;1.274405986
BH;Male;2010;R;0.129190454
BH;Male;2011;R;1.130600713
BH;Male;2012;R;0.744389167
BH;Male;2013;R;0.616242425
BH;Male;2014;R;0.972597077
BH;Male;2015;R;0.944782204
BH;Male;2016;R;1.014727072
BH;Male;2017;R;0.42559983
BH;Male;2018;R;0.60061503
BH;Male;2019;R;0.189609944
BS;Male;1993;R;21.5892679
BS;Male;1994;R;34.00413909
BS;Male;1995;R;24.07903703
BS;Male;1996;R;31.10755983
BS;Male;1997;R;27.72882117
BS;Male;2000;R;39.64563841
BS;Male;2001;R;25.70861755
BS;Male;2002;R;26.59259554
BS;Male;2003;R;28.91940032
BS;Male;2004;R;27.11024186
BS;Male;2005;R;27.88816844
BS;Male;2006;R;34.84775885
BS;Male;2007;R;42.76402202
BS;Male;2008;R;39.60372275
BS;Male;2009;R;45.44113308
BS;Male;2010;R;46.50973507
BS;Male;2011;R;63.69390203
BS;Male;2012;R;57.30366403
BS;Male;2014;R;62.84411323
BS;Male;2015;R;71.58274966
BS;Male;2016;R;56.68285398
BS;Male;2017;R;62.57282182
BS;Unknown;2017;R;0
BS;Male;2018;R;46.97793105
BS;Unknown;2018;R;0
BS;Unknown;2019;R;0
BS;Male;2019;R;47.03271152
BS;Male;2020;R;32.44493519
BS;Unknown;2020;R;0.523305406
BA;Male;1990;R;2.578613792
BA;Male;2000;R;4.289722422
BA;Male;2001;R;2.873781354
BA;Male;2002;R;3.520280063
BA;Male;2009;R;3.052103772
BA;Male;2010;R;2.528115669
BA;Male;2011;R;1.947301569
BA;Male;2012;R;2.204327604
BA;Male;2013;R;1.841153344
BA;Male;2014;R;2.283686573
BA;Male;2015;R;2.319574293
BA;Male;2016;R;1.807530534
BA;Male;2017;R;1.948520099
BA;Male;2018;R;1.903738389
BA;Male;2019;R;1.979219433
BA;Unknown;2019;R;0.185551822
BA;Unknown;2020;R;0.746914775
BA;Male;2020;R;2.365230121
BY;Male;2007;R;9.679482579
BY;Male;2008;R;8.387267174
BY;Male;2009;R;6.586984665
BY;Male;2010;R;6.050599911
BY;Male;2011;R;5.849181149
BY;Male;2012;R;4.887999709
BY;Male;2013;R;5.248268186
BY;Male;2014;R;5.105190862
BY;Male;2015;R;4.780973365
BY;Male;2016;R;4.572391536
BY;Male;2017;R;3.319413773
BY;Male;2018;R;3.22755147
BY;Male;2019;R;3.136425652
BZ;Male;2004;R;46.73367557
BZ;Male;2009;R;55.85599309
BZ;Male;2010;R;69.96615591
BZ;Male;2011;R;67.83151137
BZ;Male;2012;R;77.552881
BZ;Male;2013;R;51.53475121
BZ;Male;2014;R;62.90840876
BZ;Male;2015;R;61.06531213
BZ;Unknown;2015;R;2.220556805
BZ;Male;2016;R;66.93804693
BZ;Unknown;2016;R;1.632635291
BZ;Male;2017;R;69.94276439
BZ;Unknown;2017;R;3.203485392
BZ;Male;2018;R;64.99019906
BZ;Unknown;2018;R;1.048229017
BZ;Male;2019;R;60.22204951
BZ;Male;2020;R;46.01513949
BZ;Unknown;2020;R;1.011321747
BO;Male;2008;R;14.11744091
BO;Male;2015;R;7.87049341
BO;Unknown;2015;R;0.787049341
BO;Male;2016;R;7.396293591
BO;Unknown;2016;R;1.298861314
BO;Male;2017;R;8.697218864
BO;Unknown;2017;R;1.013786248
BO;Male;2018;R;5.946157283
BO;Unknown;2018;R;0.666530905
BO;Male;2019;R;8.685705664
BR;Male;1990;R;36.35455581
BR;Male;1991;R;34.02948484
BR;Male;1992;R;31.01482018
BR;Male;1993;R;32.8717531
BR;Male;1994;R;34.42263388
BR;Male;1995;R;38.48884161
BR;Male;1996;R;43.06343303
BR;Male;1997;R;44.47381523
BR;Male;1998;R;45.62591698
BR;Male;1999;R;46.06254693
BR;Male;2000;R;48.04714127
BR;Male;2001;R;50.20936526
BR;Male;2002;R;51.52800795
BR;Male;2003;R;52.3678019
BR;Male;2004;R;48.94345225
BR;Male;2005;R;47.47500742
BR;Male;2006;R;48.48835718
BR;Male;2007;R;46.758
BR;Male;2008;R;48.56829645
BR;Male;2009;R;49.2617948
BR;Male;2010;R;49.49124354
BR;Male;2011;R;48.92941315
BR;Male;2012;R;52.52578511
BR;Male;2013;R;52.47495919
BR;Male;2014;R;54.86514187
BR;Male;2015;R;53.11774235
BR;Male;2016;R;55.65785425
BR;Male;2017;R;57.46727974
BR;Male;2018;R;49.84065486
BR;Male;2019;R;38.81883093
BR;Male;2020;R;41.92049769
BB;Male;1990;R;18.32099985
BB;Male;1991;R;9.517841988
BB;Male;1992;R;14.22205366
BB;Male;1993;R;12.59574736
BB;Male;1994;R;10.98168412
BB;Male;1995;R;9.378223764
BB;Male;2000;R;11.4984822
BB;Male;2001;R;15.68809342
BB;Male;2002;R;13.32612453
BB;Male;2003;R;16.7000668
BB;Male;2004;R;15.97942044
BB;Male;2005;R;14.958691
BB;Male;2006;R;25.13968031
BB;Male;2007;R;14.2087945
BB;Male;2008;R;14.14795785
BB;Male;2009;R;11.86468329
BB;Male;2010;R;16.98846262
BB;Male;2011;R;18.39899321
BB;Male;2012;R;14.66920933
BB;Male;2013;R;12.42971726
BB;Male;2014;R;16.03860931
BB;Male;2015;R;20.35653008
BB;Male;2016;R;14.50305289
BB;Unknown;2016;R;0
BB;Male;2017;R;20.25712074
BB;Unknown;2017;R;0
BB;Male;2018;R;17.32539253
BB;Unknown;2018;R;1.443782711
BB;Male;2019;R;30.97692579
BB;Unknown;2019;R;2.161180869
BB;Male;2020;R;27.32161859
BB;Unknown;2020;R;2.156969889
BN;Male;1996;R;3.790367413
BN;Male;1997;R;3.729140122
BN;Male;1998;R;2.449149533
BN;Male;1999;R;1.205698129
BN;Male;2000;R;1.185185185
BT;Male;2015;R;2.604044602
BT;Unknown;2015;R;1.041617841
BT;Male;2016;R;1.284653529
BT;Unknown;2016;R;0
BT;Male;2017;R;2.281374604
BT;Male;2018;R;1.750831645
BT;Unknown;2019;R;0
BT;Male;2019;R;1.481364435
BT;Male;2020;R;3.413909731
BT;Unknown;2020;R;0
CA;Male;1990;R;3.082760676
CA;Male;1991;R;3.454937462
CA;Male;1992;R;3.538129631
CA;Male;1993;R;3.013195036
CA;Male;1994;R;2.738543515
CA;Male;1995;R;2.743670561
CA;Male;1996;R;2.926700532
CA;Male;1997;R;2.631507745
CA;Male;1998;R;2.512186049
CA;Male;1999;R;2.479802106
CA;Male;2000;R;2.620061168
CA;Male;2001;R;2.56029278
CA;Male;2002;R;2.427288942
CA;Male;2003;R;2.515655473
CA;Male;2004;R;2.695028256
CA;Male;2005;R;3.035349784
CA;Male;2006;R;2.764444704
CA;Male;2007;R;2.638957491
CA;Male;2008;R;2.823937191
CA;Male;2009;R;2.675909225
CA;Male;2010;R;2.371190386
CA;Male;2011;R;2.491980433
CA;Male;2012;R;2.257200426
CA;Male;2013;R;2.045126341
CA;Unknown;2013;R;0
CA;Male;2014;R;2.097808423
CA;Unknown;2014;R;0
CA;Male;2015;R;2.418252703
CA;Unknown;2015;R;0.011195614
CA;Male;2016;R;2.549593049
CA;Unknown;2016;R;0
CA;Male;2017;R;2.700599665
CA;Unknown;2017;R;0
CA;Male;2018;R;2.680495632
CA;Unknown;2018;R;0.005437111
CA;Male;2019;R;2.83889849
CA;Unknown;2019;R;0.016160712
CA;Male;2020;R;3.032215474
CA;Unknown;2020;R;0.026692038
CH;Male;1990;R;1.81334172
CH;Male;1991;R;1.670398398
CH;Male;1992;R;1.52678405
CH;Male;1993;R;1.833007786
CH;Male;1994;R;1.1553505
CH;Male;1995;R;1.23534787
CH;Male;1996;R;1.505203595
CH;Male;1997;R;1.385955821
CH;Male;1998;R;1.338668082
CH;Male;1999;R;1.478632886
CH;Male;2000;R;0.86706019
CH;Male;2001;R;1.405067286
CH;Male;2002;R;1.039734815
CH;Male;2003;R;0.944931167
CH;Male;2004;R;1.10485983
CH;Male;2005;R;1.037057522
CH;Male;2006;R;0.610942702
CH;Male;2007;R;0.674384583
CH;Male;2008;R;0.771463608
CH;Male;2009;R;0.632641952
CH;Male;2010;R;0.676203564
CH;Male;2011;R;0.590042847
CH;Male;2012;R;0.708451651
CH;Male;2013;R;0.624026986
CH;Unknown;2013;R;0
CH;Male;2014;R;0.418925889
CH;Unknown;2014;R;0
CH;Male;2015;R;0.657544015
CH;Unknown;2015;R;0
CH;Male;2016;R;0.48191575
CH;Unknown;2016;R;0
CH;Male;2017;R;0.596668395
CH;Unknown;2017;R;0
CH;Unknown;2018;R;0
CH;Male;2018;R;0.520538559
CH;Male;2019;R;0.469410732
CH;Unknown;2019;R;0
CH;Male;2020;R;0.46580437
CH;Unknown;2020;R;0
CL;Male;2005;R;6.191231182
CL;Male;2006;R;6.200572491
CL;Male;2007;R;6.208194571
CL;Male;2008;R;5.898561286
CL;Male;2009;R;6.385576805
CL;Male;2010;R;5.299511099
CL;Male;2011;R;6.143105107
CL;Male;2012;R;4.636296008
CL;Male;2013;R;5.180970849
CL;Male;2014;R;4.290704252
CL;Male;2015;R;6.031390416
CL;Male;2016;R;5.911709401
CL;Unknown;2016;R;0
CL;Male;2017;R;7.39783838
CL;Unknown;2017;R;0
CL;Male;2018;R;7.921186041
CL;Unknown;2018;R;0.2600663
CL;Male;2019;R;7.022220833
CL;Male;2020;R;8.646601106
CM;Male;2014;R;1.06789236
CM;Male;2015;R;1.305743208
CM;Male;2016;R;1.413372832
CO;Male;1990;R;137.8741835
CO;Male;1991;R;158.7822842
CO;Male;1992;R;153.7676442
CO;Male;1993;R;152.4965871
CO;Male;1994;R;142.6472714
CO;Male;1995;R;115.4790072
CO;Male;1996;R;118.6610909
CO;Male;1997;R;115.9024286
CO;Male;1998;R;113.5097486
CO;Male;1999;R;117.9594024
CO;Male;2000;R;126.7027594
CO;Male;2001;R;129.8776794
CO;Male;2002;R;130.5120528
CO;Male;2003;R;105.8643071
CO;Male;2004;R;90.107417
CO;Male;2005;R;79.51259197
CO;Male;2006;R;76.30916074
CO;Male;2007;R;73.7746907
CO;Male;2008;R;68.60317155
CO;Male;2009;R;66.38290033
CO;Male;2010;R;64.22933062
CO;Male;2011;R;66.05398862
CO;Male;2012;R;66.6799114
CO;Male;2013;R;62.31021267
CO;Unknown;2013;R;0.807725012
CO;Male;2014;R;52.89611096
CO;Unknown;2014;R;0.321556906
CO;Male;2015;R;50.29889714
CO;Unknown;2015;R;0.274810433
CO;Male;2016;R;48.11553011
CO;Male;2017;R;46.51922601
CO;Male;2018;R;47.29434183
CO;Male;2019;R;44.65226327
CO;Male;2020;R;42.44620799
CV;Male;2011;R;18.30725844
CV;Male;2012;R;18.09229006
CV;Male;2013;R;18.31937293
CV;Male;2014;R;19.24416613
CV;Male;2015;R;14.82495153
CV;Male;2017;R;11.86829163
CV;Male;2018;R;9.52848651
CV;Male;2019;R;10.14360446
CV;Male;2020;R;9.673362783
CR;Male;1990;R;7.076181586
CR;Male;1991;R;6.650754465
CR;Male;1992;R;8.177967435
CR;Male;1993;R;8.291986693
CR;Male;1994;R;9.038792707
CR;Male;1995;R;8.821454522
CR;Male;1996;R;9.34315505
CR;Male;1997;R;10.19721455
CR;Male;1998;R;10.3005954
