"offense","offender_gender","victim_agegroup","offender_agegroup","count"
"2","M","12","5","1228"
"2","M","12","6","1466"
"2","M","12","7","1516"
"2","M","12","8","1140"
"2","M","12","9","763"
"2","M","12","10","1118"
"2","M","12","11","1809"
"2","M","12","12","2211"
"2","M","12","13","1013"
"2","M","12","14","383"
"2","M","12","15","119"
"2","M","12","16","72"
"2","M","12","17","36"
"2","M","12","18","6"
"2","M","12","19","1"
"2","M","13","1","29"
"2","M","13","2","179"
"2","M","13","3","414"
"2","M","13","4","477"
"2","M","13","5","660"
"2","M","13","6","689"
"2","M","13","7","753"
"2","M","13","8","757"
"2","M","13","9","635"
"2","M","13","10","468"
"2","M","13","11","648"
"2","M","13","12","686"
"2","M","13","13","826"
"2","M","13","14","423"
"2","M","13","15","143"
"2","M","13","16","45"
"2","M","13","17","19"
"2","M","13","18","10"
"2","M","13","19","2"
"2","M","14","0","2"
"2","M","14","1","17"
"2","M","14","2","130"
"2","M","14","3","237"
"2","M","14","4","335"
"2","M","14","5","351"
"2","M","14","6","367"
"2","M","14","7","369"
"2","M","14","8","386"
"2","M","14","9","420"
"2","M","14","10","419"
"2","M","14","11","271"
"2","M","14","12","244"
"2","M","14","13","261"
"2","M","14","14","404"
"2","M","14","15","217"
"2","M","14","16","91"
"2","M","14","17","16"
"2","M","14","18","10"
"2","M","14","19","1"
"2","M","15","0","2"
"2","M","15","1","2"
"2","M","15","2","44"
"2","M","15","3","101"
"2","M","15","4","156"
"2","M","15","5","176"
"2","M","15","6","181"
"2","M","15","7","150"
"2","M","15","8","160"
"2","M","15","9","185"
"2","M","15","10","269"
"2","M","15","11","284"
"2","M","15","12","112"
"2","M","15","13","90"
"2","M","15","14","107"
"2","M","15","15","216"
"2","M","15","16","150"
"2","M","15","17","46"
"2","M","15","18","6"
"2","M","15","19","3"
"2","M","16","1","1"
"2","M","16","2","20"
"2","M","16","3","58"
"2","M","16","4","75"
"2","M","16","5","78"
"2","M","16","6","82"
"2","M","16","7","86"
"2","M","16","8","63"
"2","M","16","9","58"
"2","M","16","10","118"
"2","M","16","11","163"
"2","M","16","12","100"
"2","M","16","13","25"
"2","M","16","14","37"
"2","M","16","15","53"
"2","M","16","16","107"
"2","M","16","17","81"
"2","M","16","18","15"
"2","M","16","19","1"
"2","M","17","2","3"
"2","M","17","3","17"
"2","M","17","4","35"
"2","M","17","5","44"
"2","M","17","6","38"
"2","M","17","7","39"
"2","M","17","8","31"
"2","M","17","9","43"
"2","M","17","10","46"
"2","M","17","11","67"
"2","M","17","12","70"
"2","M","17","13","39"
"2","M","17","14","18"
"2","M","17","15","23"
"2","M","17","16","25"
"2","M","17","17","52"
"2","M","17","18","19"
"2","M","17","19","1"
"2","M","18","2","2"
"2","M","18","3","4"
"2","M","18","4","12"
"2","M","18","5","14"
"2","M","18","6","13"
"2","M","18","7","9"
"2","M","18","8","15"
"2","M","18","9","11"
"2","M","18","10","12"
"2","M","18","11","16"
"2","M","18","12","30"
"2","M","18","13","15"
"2","M","18","14","14"
"2","M","18","15","12"
"2","M","18","16","11"
"2","M","18","17","7"
"2","M","18","18","15"
"2","M","18","19","1"
"2","M","19","2","1"
"2","M","19","4","2"
"2","M","19","5","8"
"2","M","19","6","6"
"2","M","19","7","8"
"2","M","19","8","3"
"2","M","19","9","1"
"2","M","19","10","4"
"2","M","19","11","4"
"2","M","19","12","3"
"2","M","19","13","5"
"2","M","19","14","5"
"2","M","19","15","4"
"2","M","19","16","3"
"2","M","19","17","4"
"2","M","19","18","4"
"2","M","19","19","2"
"2","U","0","3","3"
"2","U","0","4","8"
"2","U","0","5","5"
"2","U","0","7","3"
"2","U","0","8","2"
"2","U","0","9","1"
"2","U","0","10","6"
"2","U","0","11","13"
"2","U","1","0","2"
"2","U","1","1","2"
"2","U","1","2","4"
"2","U","1","3","6"
"2","U","1","4","7"
"2","U","1","5","5"
"2","U","1","6","9"
"2","U","1","7","2"
"2","U","1","8","2"
"2","U","1","9","3"
"2","U","1","10","6"
"2","U","1","11","16"
"2","U","1","12","2"
"2","U","1","17","1"
"2","U","2","0","5"
"2","U","2","1","1"
"2","U","2","2","32"
"2","U","2","3","17"
"2","U","2","4","13"
"2","U","2","5","2"
"2","U","2","6","8"
"2","U","2","7","8"
"2","U","2","8","4"
"2","U","2","9","5"
"2","U","2","10","7"
"2","U","2","11","18"
"2","U","2","19","1"
"2","U","3","0","4"
"2","U","3","2","13"
"2","U","3","3","61"
"2","U","3","4","48"
"2","U","3","5","22"
"2","U","3","6","13"
"2","U","3","7","9"
"2","U","3","8","6"
"2","U","3","9","12"
"2","U","3","10","18"
"2","U","3","11","27"
"2","U","3","12","2"
"2","U","4","0","5"
"2","U","4","1","1"
"2","U","4","2","1"
"2","U","4","3","35"
"2","U","4","4","82"
"2","U","4","5","58"
"2","U","4","6","28"
"2","U","4","7","13"
"2","U","4","8","15"
"2","U","4","9","13"
"2","U","4","10","32"
"2","U","4","11","41"
"2","U","4","12","2"
"2","U","4","14","1"
"2","U","5","0","4"
"2","U","5","2","6"
"2","U","5","3","29"
"2","U","5","4","51"
"2","U","5","5","74"
"2","U","5","6","45"
"2","U","5","7","27"
"2","U","5","8","21"
"2","U","5","9","13"
"2","U","5","10","26"
"2","U","5","11","29"
"2","U","5","15","1"
"2","U","5","17","1"
"2","U","6","0","5"
"2","U","6","2","2"
"2","U","6","3","22"
"2","U","6","4","32"
"2","U","6","5","35"
"2","U","6","6","47"
"2","U","6","7","24"
"2","U","6","8","12"
"2","U","6","9","22"
"2","U","6","10","28"
"2","U","6","11","23"
"2","U","6","12","1"
"2","U","6","13","1"
"2","U","7","0","2"
"2","U","7","2","5"
"2","U","7","3","27"
"2","U","7","4","28"
"2","U","7","5","18"
"2","U","7","6","20"
"2","U","7","7","30"
"2","U","7","8","29"
"2","U","7","9","20"
"2","U","7","10","24"
"2","U","7","11","28"
"2","U","7","12","2"
"2","U","7","13","2"
"2","U","7","15","1"
"2","U","7","17","1"
"2","U","8","0","2"
"2","U","8","1","1"
"2","U","8","2","5"
"2","U","8","3","26"
"2","U","8","4","24"
"2","U","8","5","25"
"2","U","8","6","11"
"2","U","8","7","16"
"2","U","8","8","28"
"2","U","8","9","10"
"2","U","8","10","18"
"2","U","8","11","24"
"2","U","8","12","2"
"2","U","8","13","3"
"2","U","9","0","3"
"2","U","9","2","2"
"2","U","9","3","21"
"2","U","9","4","21"
"2","U","9","5","16"
"2","U","9","6","13"
"2","U","9","7","12"
"2","U","9","8","12"
"2","U","9","9","17"
"2","U","9","10","18"
"2","U","9","11","25"
"2","U","9","12","1"
"2","U","10","2","1"
"2","U","10","3","17"
"2","U","10","4","13"
"2","U","10","5","12"
"2","U","10","6","11"
"2","U","10","7","9"
"2","U","10","8","13"
"2","U","10","9","16"
"2","U","10","10","15"
"2","U","10","11","24"
"2","U","10","12","3"
"2","U","10","13","1"
"2","U","10","14","1"
"2","U","10","15","1"
"2","U","11","0","2"
"2","U","11","2","2"
"2","U","11","3","9"
"2","U","11","4","17"
"2","U","11","5","9"
"2","U","11","6","3"
"2","U","11","7","5"
"2","U","11","8","6"
"2","U","11","9","4"
"2","U","11","10","13"
"2","U","11","11","21"
"2","U","11","12","2"
"2","U","11","13","1"
"2","U","11","15","1"
"2","U","12","0","1"
"2","U","12","2","1"
"2","U","12","3","8"
"2","U","12","4","12"
"2","U","12","5","8"
"2","U","12","6","7"
"2","U","12","7","3"
"2","U","12","8","2"
"2","U","12","9","6"
"2","U","12","10","6"
"2","U","12","11","18"
"2","U","12","12","4"
"2","U","12","15","1"
"2","U","12","17","1"
"2","U","13","1","1"
"2","U","13","2","1"
"2","U","13","3","6"
"2","U","13","4","2"
"2","U","13","5","6"
"2","U","13","6","6"
"2","U","13","7","2"
"2","U","13","8","2"
"2","U","13","9","3"
"2","U","13","10","3"
"2","U","13","11","12"
"2","U","13","13","2"
"2","U","13","14","1"
"2","U","13","17","1"
"2","U","14","0","1"
"2","U","14","3","5"
"2","U","14","4","1"
"2","U","14","5","2"
"2","U","14","6","2"
"2","U","14","7","2"
"2","U","14","8","1"
"2","U","14","9","2"
"2","U","14","10","4"
"2","U","14","11","5"
"2","U","14","12","1"
"2","U","15","2","1"
"2","U","15","4","1"
"2","U","15","5","2"
"2","U","15","6","1"
"2","U","15","7","1"
"2","U","15","10","3"
"2","U","15","11","1"
"2","U","15","17","2"
"2","U","16","0","2"
"2","U","16","3","1"
"2","U","16","4","2"
"2","U","16","9","1"
"2","U","16","10","1"
"2","U","16","11","1"
"2","U","17","0","1"
"2","U","17","10","1"
"2","U","17","11","1"
"2","U","18","19","1"
"2","U","19","6","1"
"3","F","0","3","4"
"3","F","0","4","14"
"3","F","0","5","16"
"3","F","0","6","8"
"3","F","0","7","4"
"3","F","0","8","1"
"3","F","0","9","1"
"3","F","0","10","1"
"3","F","0","13","1"
"3","F","1","1","1"
"3","F","1","3","1"
"3","F","1","4","1"
"3","F","1","5","3"
"3","F","1","6","7"
"3","F","1","7","1"
"3","F","1","8","4"
"3","F","1","11","1"
"3","F","2","2","1"
"3","F","2","3","2"
"3","F","2","4","1"
"3","F","2","5","3"
"3","F","2","7","1"
"3","F","2","8","4"
"3","F","2","9","1"
"3","F","3","3","16"
"3","F","3","4","5"
"3","F","3","5","1"
"3","F","3","6","4"
"3","F","3","7","2"
"3","F","3","8","8"
"3","F","3","9","2"
"3","F","4","3","9"
"3","F","4","4","30"
"3","F","4","5","7"
"3","F","4","6","6"
"3","F","4","7","6"
"3","F","4","8","1"
"3","F","4","9","2"
"3","F","4","10","1"
"3","F","5","3","5"
"3","F","5","4","12"
"3","F","5","5","20"
"3","F","5","6","10"
"3","F","5","7","8"
"3","F","5","8","5"
"3","F","5","9","1"
"3","F","5","10","1"
"3","F","5","11","1"
"3","F","6","3","4"
"3","F","6","4","7"
"3","F","6","5","12"
"3","F","6","6","12"
"3","F","6","7","11"
"3","F","6","8","5"
"3","F","6","10","1"
"3","F","6","11","1"
"3","F","7","3","6"
"3","F","7","4","1"
"3","F","7","5","10"
"3","F","7","6","2"
"3","F","7","7","12"
"3","F","7","8","7"
"3","F","7","9","5"
"3","F","7","10","1"
"3","F","7","11","1"
"3","F","8","3","1"
"3","F","8","4","4"
"3","F","8","5","8"
"3","F","8","6","6"
"3","F","8","7","5"
"3","F","8","8","8"
"3","F","8","10","2"
"3","F","8","11","2"
"3","F","9","3","1"
"3","F","9","4","2"
"3","F","9","5","4"
"3","F","9","6","1"
"3","F","9","7","2"
"3","F","9","8","5"
"3","F","9","9","1"
"3","F","9","10","5"
"3","F","9","11","2"
"3","F","10","3","3"
"3","F","10","4","3"
"3","F","10","5","4"
"3","F","10","6","7"
"3","F","10","7","1"
"3","F","10","8","2"
"3","F","10","9","2"
"3","F","10","10","2"
"3","F","10","16","1"
"3","F","11","3","3"
"3","F","11","4","2"
"3","F","11","5","1"
"3","F","11","6","2"
"3","F","11","8","1"
"3","F","11","10","1"
"3","F","11","11","2"
"3","F","11","12","3"
"3","F","12","5","5"
"3","F","12","7","1"
"3","F","12","8","1"
"3","F","12","10","1"
"3","F","12","11","1"
"3","F","12","12","2"
"3","F","13","3","1"
"3","F","13","4","1"
"3","F","13","5","2"
"3","F","13","6","2"
"3","F","13","7","1"
"3","F","13","8","3"
"3","F","13","10","1"
"3","F","14","5","1"
"3","F","14","7","2"
"3","F","14","8","2"
"3","F","14","10","1"
"3","F","14","11","1"
"3","F","14","14","2"
"3","F","15","3","1"
"3","F","15","9","2"
"3","F","16","5","2"
"3","F","16","6","1"
"3","F","16","11","3"
"3","F","16","16","1"
"3","F","18","10","1"
"3","F","19","14","1"
"3","M","0","2","2"
"3","M","0","3","4"
"3","M","0","4","24"
"3","M","0","5","22"
"3","M","0","6","12"
"3","M","0","7","10"
"3","M","0","8","3"
"3","M","0","9","1"
"3","M","0","11","3"
"3","M","0","12","2"
"3","M","0","13","1"
"3","M","1","2","2"
"3","M","1","3","5"
"3","M","1","4","13"
"3","M","1","5","15"
"3","M","1","6","9"
"3","M","1","7","7"
"3","M","1","8","7"
"3","M","1","9","5"
"3","M","1","10","2"
"3","M","1","11","1"
"3","M","1","15","1"
"3","M","2","2","2"
"3","M","2","3","20"
"3","M","2","4","14"
"3","M","2","5","8"
"3","M","2","6","4"
"3","M","2","7","5"
"3","M","2","8","7"
"3","M","2","9","4"
"3","M","2","10","3"
"3","M","2","11","1"
"3","M","2","12","1"
"3","M","2","15","1"
"3","M","3","2","7"
"3","M","3","3","101"
"3","M","3","4","78"
"3","M","3","5","34"
"3","M","3","6","19"
"3","M","3","7","15"
"3","M","3","8","11"
"3","M","3","9","8"
"3","M","3","10","4"
"3","M","3","12","3"
"3","M","4","2","2"
"3","M","4","3","52"
"3","M","4","4","150"
"3","M","4","5","109"
"3","M","4","6","43"
"3","M","4","7","28"
"3","M","4","8","22"
"3","M","4","9","15"
"3","M","4","10","7"
"3","M","4","11","8"
"3","M","4","12","3"
"3","M","4","15","1"
"3","M","5","2","1"
"3","M","5","3","25"
"3","M","5","4","66"
"3","M","5","5","115"
"3","M","5","6","76"
"3","M","5","7","45"
"3","M","5","8","27"
"3","M","5","9","11"
"3","M","5","10","4"
"3","M","5","11","10"
"3","M","5","12","1"
"3","M","6","2","2"
"3","M","6","3","23"
"3","M","6","4","35"
"3","M","6","5","81"
"3","M","6","6","75"
"3","M","6","7","64"
"3","M","6","8","34"
"3","M","6","9","15"
"3","M","6","10","5"
"3","M","6","11","10"
"3","M","6","12","3"
"3","M","6","14","1"
"3","M","6","15","1"
"3","M","7","2","2"
"3","M","7","3","22"
"3","M","7","4","29"
"3","M","7","5","41"
"3","M","7","6","47"
"3","M","7","7","62"
"3","M","7","8","41"
"3","M","7","9","19"
"3","M","7","10","12"
"3","M","7","11","12"
"3","M","7","12","5"
"3","M","7","13","6"
"3","M","7","14","1"
"3","M","8","3","18"
"3","M","8","4","28"
"3","M","8","5","27"
"3","M","8","6","24"
"3","M","8","7","31"
"3","M","8","8","43"
"3","M","8","9","32"
"3","M","8","10","20"
"3","M","8","11","17"
"3","M","8","12","6"
"3","M","8","13","2"
"3","M","8","14","1"
"3","M","9","1","1"
"3","M","9","2","2"
"3","M","9","3","10"
"3","M","9","4","27"
"3","M","9","5","22"
"3","M","9","6","16"
"3","M","9","7","21"
"3","M","9","8","16"
"3","M","9","9","30"
"3","M","9","10","30"
"3","M","9","11","7"
"3","M","9","12","10"
"3","M","9","13","2"
"3","M","9","14","1"
"3","M","10","2","1"
"3","M","10","3","13"
"3","M","10","4","21"
"3","M","10","5","19"
"3","M","10","6","16"
"3","M","10","7","15"
"3","M","10","8","12"
"3","M","10","9","19"
"3","M","10","10","27"
"3","M","10","11","19"
"3","M","10","12","6"
"3","M","10","13","2"
"3","M","10","15","1"
"3","M","10","16","2"
"3","M","11","2","1"
"3","M","11","3","13"
"3","M","11","4","21"
"3","M","11","5","12"
"3","M","11","6","14"
"3","M","11","7","17"
"3","M","11","8","3"
"3","M","11","9","7"
"3","M","11","10","9"
"3","M","11","11","22"
"3","M","11","12","9"
"3","M","11","13","9"
"3","M","11","14","3"
"3","M","11","15","2"
"3","M","11","16","1"
"3","M","11","17","1"
"3","M","12","2","1"
"3","M","12","3","3"
"3","M","12","4","9"
"3","M","12","5","12"
"3","M","12","6","13"
"3","M","12","7","16"
"3","M","12","8","10"
"3","M","12","9","5"
"3","M","12","10","10"
"3","M","12","11","9"
"3","M","12","12","10"
"3","M","12","13","9"
"3","M","12","14","1"
"3","M","12","15","1"
"3","M","12","17","1"
"3","M","13","3","3"
"3","M","13","4","10"
"3","M","13","5","14"
"3","M","13","6","10"
"3","M","13","7","10"
"3","M","13","8","5"
"3","M","13","9","8"
"3","M","13","10","2"
"3","M","13","11","5"
"3","M","13","12","6"
"3","M","13","13","12"
"3","M","13","14","2"
"3","M","13","15","1"
"3","M","13","16","1"
"3","M","14","3","3"
"3","M","14","4","9"
"3","M","14","5","4"
"3","M","14","6","7"
"3","M","14","7","5"
"3","M","14","8","3"
"3","M","14","9","7"
"3","M","14","10","3"
"3","M","14","11","4"
"3","M","14","12","1"
"3","M","14","13","1"
"3","M","14","14","2"
"3","M","14","15","8"
"3","M","15","3","5"
"3","M","15","4","1"
"3","M","15","5","7"
"3","M","15","6","2"
"3","M","15","7","2"
"3","M","15","8","2"
"3","M","15","9","3"
"3","M","15","10","3"
"3","M","15","11","3"
"3","M","15","12","1"
"3","M","15","13","1"
"3","M","15","14","1"
"3","M","15","15","8"
"3","M","15","16","4"
"3","M","15","17","3"
"3","M","15","18","1"
"3","M","16","3","1"
"3","M","16","4","2"
"3","M","16","5","1"
"3","M","16","6","2"
"3","M","16","7","3"
"3","M","16","8","1"
"3","M","16","10","1"
"3","M","16","11","1"
"3","M","16","15","2"
"3","M","16","16","5"
"3","M","16","17","1"
"3","M","17","3","1"
"3","M","17","4","1"
"3","M","17","5","2"
"3","M","17","6","1"
"3","M","17","8","1"
"3","M","17","10","1"
"3","M","17","11","2"
"3","M","17","17","3"
"3","M","17","18","3"
"3","M","18","3","1"
"3","M","18","8","3"
"3","M","18","11","2"
"3","M","18","13","2"
"3","M","18","16","1"
"3","M","18","18","1"
"3","M","19","8","1"
"3","M","19","19","1"
"3","U","1","4","1"
"3","U","3","4","1"
"3","U","3","7","1"
"3","U","3","10","1"
"3","U","4","4","1"
"3","U","4","5","1"
"3","U","4","10","1"
"3","U","4","11","4"
"3","U","5","0","1"
"3","U","5","4","1"
"3","U","5","5","1"
"3","U","5","6","1"
"3","U","5","10","1"
"3","U","6","4","1"
"3","U","6","9","1"
"3","U","6","11","1"
"3","U","7","4","1"
"3","U","7","11","1"
"3","U","8","3","1"
"3","U","8","9","1"
"3","U","8","10","1"
"3","U","10","10","1"
"3","U","11","5","1"
"3","U","11","11","1"
"3","U","13","3","1"
